Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Age,Average Salary,Age Categories,Income Categories
JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,42,105766,Adult,High Income
PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,61,79595,Senior,Middle Income
CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,30,116762,Young ,High Income
CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,44,38392,Adult,Low Income
RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,34,75603,Adult,Middle Income
DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,63,66583,Senior,Middle Income
GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,59,38767,Senior,Low Income
SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,36,110648,Adult,High Income
AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,33,40035,Adult,Low Income
PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,18,49565,Young ,Low Income
TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,22,79094,Young ,Middle Income
LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,43,101820,Adult,High Income
DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,52,44478,Senior,Low Income
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,41,36048,Adult,Low Income
JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,25,104737,Young ,High Income
SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,44,116268,Adult,High Income
SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central,43,64508,Adult,Middle Income
HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,58,36021,Senior,Low Income
MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,40,102993,Adult,High Income
JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,27,40099,Young ,Low Income
TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,21,100347,Young ,High Income
SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,57,65059,Senior,Middle Income
NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,41,114250,Adult,High Income
DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,54,112836,Senior,High Income
NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,45,77520,Adult,Middle Income
TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,55,92381,Senior,High Income
EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,37,78461,Adult,Middle Income
RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,56,62072,Senior,Middle Income
MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West,26,86002,Young ,Middle Income
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,50,92216,Adult,High Income
CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,52,57336,Senior,Middle Income
JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,28,93253,Young ,High Income
SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,41,40141,Adult,Low Income
JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,33,44570,Adult,Low Income
JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,41,69830,Adult,Middle Income
DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,43,113189,Adult,High Income
RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,25,82633,Young ,Middle Income
SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,46,111378,Adult,High Income
FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,90032,West,28,110737,Young ,High Income
AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,64,95950,Senior,High Income
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,50,102450,Adult,High Income
MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,West,42,103464,Adult,High Income
CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,41,113514,Adult,High Income
VM-21685,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090,East,19,73704,Young ,Middle Income
FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,31,100303,Adult,High Income
MB-17305,Maria Bertelson,Consumer,United States,Akron,Ohio,44312,East,21,64920,Young ,Middle Income
BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,18,113056,Young ,High Income
LC-17140,Logan Currie,Consumer,United States,Dallas,Texas,75220,Central,31,113184,Adult,High Income
HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,24,103756,Young ,High Income
LE-16810,Laurel Elliston,Consumer,United States,Whittier,California,90604,West,39,58509,Adult,Middle Income
JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,24,79462,Young ,Middle Income
MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,20,55122,Young ,Middle Income
VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,30,111194,Young ,High Income
JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,45,108838,Adult,High Income
JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,39,109222,Adult,High Income
DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,29,113958,Young ,High Income
VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,25,104746,Young ,High Income
EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205,South,31,36370,Adult,Low Income
CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,26,110662,Young ,High Income
DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051,West,29,42269,Young ,Low Income
KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,30,75176,Young ,Middle Income
DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,61,75824,Senior,Middle Income
LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,38,46731,Adult,Low Income
KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,48,41891,Adult,Low Income
DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,54,35190,Senior,Low Income
DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,57,66897,Senior,Middle Income
CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,25,47433,Young ,Low Income
Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,63,57547,Senior,Middle Income
SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,22,104558,Young ,High Income
RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,36,115640,Adult,High Income
AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,50,60936,Adult,Middle Income
CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,31,57717,Adult,Middle Income
PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,28,112840,Young ,High Income
CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,41,95749,Adult,High Income
KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,35,40784,Adult,Low Income
HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,25,69682,Young ,Middle Income
BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,42,61688,Adult,Middle Income
AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,28,110710,Young ,High Income
SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,46,67106,Adult,Middle Income
JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,38,94845,Adult,High Income
TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,50,62343,Adult,Middle Income
AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,30,46244,Young ,Low Income
NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,19,113945,Young ,High Income
KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,48,54509,Adult,Middle Income
JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,59,114776,Senior,High Income
JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,42,51855,Adult,Middle Income
AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,36,70078,Adult,Middle Income
KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,51,67002,Senior,Middle Income
CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,20,61024,Young ,Middle Income
SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,62,68925,Senior,Middle Income
BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,46,35277,Adult,Low Income
TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,57,96059,Senior,High Income
AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,52,63867,Senior,Middle Income
SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,28,92862,Young ,High Income
NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,50,36007,Adult,Low Income
FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,59,106883,Senior,High Income
GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,36,74214,Adult,Middle Income
DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,40,47223,Adult,Low Income
PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,24,93116,Young ,High Income
JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,20,49099,Young ,Low Income
DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,25,103215,Young ,High Income
AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,57,109613,Senior,High Income
KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,33,61865,Adult,Middle Income
CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,23,113522,Young ,High Income
CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,West,35,105863,Adult,High Income
TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,60,87346,Senior,Middle Income
AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,38,62436,Adult,Middle Income
JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,40,94530,Adult,High Income
HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,55,72510,Senior,Middle Income
VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,31,60504,Adult,Middle Income
KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,51,56490,Senior,Middle Income
JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,38,56374,Adult,Middle Income
MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,28,43968,Young ,Low Income
GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,50,110833,Adult,High Income
AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,43,79696,Adult,Middle Income
MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,39,107879,Adult,High Income
AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,57,87132,Senior,Middle Income
RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,50,71102,Adult,Middle Income
AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,37,107764,Adult,High Income
LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,43,60629,Adult,Middle Income
DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,32,117865,Adult,High Income
DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,31,114459,Adult,High Income
NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,East,38,101804,Adult,High Income
MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,61,92725,Senior,High Income
JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,24,99764,Young ,High Income
BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,31,50287,Adult,Middle Income
VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,33,71927,Adult,Middle Income
SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,42,48831,Adult,Low Income
HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,27,68910,Young ,Middle Income
AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,20,57327,Young ,Middle Income
LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,25,109194,Young ,High Income
SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,23,43397,Young ,Low Income
RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024,East,54,44567,Senior,Low Income
KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,55,95506,Senior,High Income
KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,39,36742,Adult,Low Income
CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,58,66059,Senior,Middle Income
PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,31,80335,Adult,Middle Income
VB-21745,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475,South,45,38988,Adult,Low Income
SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,31,59129,Adult,Middle Income
JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,58,119802,Senior,High Income
MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,32,49295,Adult,Low Income
NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,63,99293,Senior,High Income
JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,41,49327,Adult,Low Income
SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,34,78491,Adult,Middle Income
KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,78207,Central,46,57736,Adult,Middle Income
RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,60,86572,Senior,Middle Income
DB-13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,63,82119,Senior,Middle Income
MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,21,59683,Young ,Middle Income
PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,20,119946,Young ,High Income
BB-11545,Brenda Bowman,Corporate,United States,Houston,Texas,77070,Central,32,96487,Adult,High Income
CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,64,43980,Senior,Low Income
PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,18,73627,Young ,Middle Income
TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,Central,47,116338,Adult,High Income
RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,29,36240,Young ,Low Income
EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,53,103359,Senior,High Income
KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071,Central,47,54353,Adult,Middle Income
SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,51,55873,Senior,Middle Income
NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,20,53442,Young ,Middle Income
JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,38,96476,Adult,High Income
TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,37,62129,Adult,Middle Income
JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,50,115082,Adult,High Income
DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,46,58499,Adult,Middle Income
CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610,Central,36,43092,Adult,Low Income
MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,49,83994,Adult,Middle Income
JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,46,60896,Adult,Middle Income
KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008,West,48,101517,Adult,High Income
JE-15475,Jeremy Ellison,Consumer,United States,Troy,New York,12180,East,28,98868,Young ,High Income
JG-15805,John Grady,Corporate,United States,New York City,New York,10024,East,26,57739,Young ,Middle Income
XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,63,78781,Senior,Middle Income
EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024,East,53,86376,Senior,Middle Income
MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,50,99229,Adult,High Income
SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,26,39986,Young ,Low Income
CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,38,119990,Adult,High Income
AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,31,66820,Adult,Middle Income
SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,33,71819,Adult,Middle Income
RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,59,47934,Senior,Low Income
MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,18,93510,Young ,High Income
SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,62,70369,Senior,Middle Income
MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,37,107513,Adult,High Income
EB-13705,Ed Braxton,Corporate,United States,New York City,New York,10024,East,42,87390,Adult,Middle Income
CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,60,78829,Senior,Middle Income
LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,38,112520,Adult,High Income
LF-17185,Luke Foster,Consumer,United States,Newark,Ohio,43055,East,62,62496,Senior,Middle Income
BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,33,75414,Adult,Middle Income
AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,48,35780,Adult,Low Income
DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,45,51985,Adult,Middle Income
MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234,Central,32,37765,Adult,Low Income
LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,37,118516,Adult,High Income
BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841,East,44,106353,Adult,High Income
PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,61,109163,Senior,High Income
MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,40,91206,Adult,High Income
KB-16241,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,25,101441,Young ,High Income
JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032,West,53,65742,Senior,Middle Income
RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,64,74329,Senior,Middle Income
AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204,West,52,109338,Senior,High Income
EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653,Central,54,38408,Senior,Low Income
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10009,East,54,46406,Senior,Low Income
DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,South,50,94039,Adult,High Income
BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,37,115531,Adult,High Income
ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,21,111842,Young ,High Income
LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,42,62167,Adult,Middle Income
PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,37,104705,Adult,High Income
AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035,East,55,37365,Senior,Low Income
DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,48,114413,Adult,High Income
BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,56,66602,Senior,Middle Income
RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,South,57,101219,Senior,High Income
GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,23,84663,Young ,Middle Income
DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,33,93891,Adult,High Income
AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,41,53249,Adult,Middle Income
OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,50,94848,Adult,High Income
LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,60,42475,Senior,Low Income
CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,28,43847,Young ,Low Income
JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,20,114875,Young ,High Income
FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,West,42,66897,Adult,Middle Income
EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,52,110899,Senior,High Income
JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,48,63480,Adult,Middle Income
